,hashed-id,CourseID,Finished.x,Q1a.x,Q1b.x,Q2a.x,Q2b.x,Q3a.x,Q3b.x,Q4a.x,Q4b.x,Q5a.x,Q5b.x,Q6a.x,Q6b.x,Q7a.x,Q7b.x,Q8a.x,Q8b.x,Q9a.x,Q9b.x,Q10a.x,Q10b.x,Q11a.x,Q11b.x,Q12a.x,Q12b.x,Q13a.x,Q13b.x,Q14a.x,Q14b.x,Q15a.x,Q15b.x,Q16a.x,Q16b.x,Q17a.x,Q17b.x,Q18a.x,Q18b.x,Q19a.x,Q19b.x,Q20a.x,Q20b.x,Q21a.x,Q21b.x,Q22a.x,Q22b.x,Q23a.x,Q23b.x,Q24a.x,Q24b.x,Q25a.x,Q25b.x,Q26a.x,Q26b.x,Q27a.x,Q27b.x,Q28a.x,Q28b.x,Q29a.x,Q29b.x,Q30a.x,Q30b.x,Q31a.x,Q31b.x,IsTransformed.x,Finished.y,Q1a.y,Q1b.y,Q2a.y,Q2b.y,Q3a.y,Q3b.y,Q4a.y,Q4b.y,Q5a.y,Q5b.y,Q6a.y,Q6b.y,Q7a.y,Q7b.y,Q8a.y,Q8b.y,Q9a.y,Q9b.y,Q10a.y,Q10b.y,Q11a.y,Q11b.y,Q12a.y,Q12b.y,Q13a.y,Q13b.y,Q14a.y,Q14b.y,Q15a.y,Q15b.y,Q16a.y,Q16b.y,Q17a.y,Q17b.y,Q18a.y,Q18b.y,Q19a.y,Q19b.y,Q20a.y,Q20b.y,Q21a.y,Q21b.y,Q22a.y,Q22b.y,Q23a.y,Q23b.y,Q24a.y,Q24b.y,Q25a.y,Q25b.y,Q26a.y,Q26b.y,Q27a.y,Q27b.y,Q28a.y,Q28b.y,Q29a.y,Q29b.y,Q30a.y,Q30b.y,Q31a.y,Q31b.y,Q12c,Q6c,Q27c,Q19c,Q26c,Q5c,Q30c,Q1c,Q8c,Q11c,Q14c,Q15c,Q21c,Q17c,Q18c,Q3c,Q28c,Q22c,Q10c,Q4c,Q9c,Q24c,Q16c,CurrentMajor,ChangeMajor,CurrentInterest,SemesterInterest,SI_why,PhysGradSchool,SciMathGradSchool,NonAcadJob,MedSchool,ProfSchool,K12Teacher,CollegeTeacher,NonSciJob,GenderCode,Consent,Gender,IsTransformed.y,Gender_Text,AmerInd.AlaskaNat,Asian,Black,Hispanic,NatHaw.PacIsl,White,Other,Other_Text,Course
1656,-2753114684165509389,phys251-fa18,1.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1657,-2245313882969281933,phys251-fa18,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1658,-7324921311480937449,phys251-fa18,1.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,5.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,,3.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1659,-2494497531353369248,phys251-fa18,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,2.0,3.0,"having to guess about what you are supposed to be doing/learning in lab makes it very difficult to learn. the TAs know exactly what the aim of the lab is, but are unable to tell us so we sit and fumble trying to figure out what it is that they intend for us to compete in a lab. it makes it difficult for me to learn this way, although maybe it works for others. it is hard to be successful when you dont know what the point of what youre doing. ",2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1660,-2494497531353369248,phys251-fa18,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,2.0,3.0,"having to guess about what you are supposed to be doing/learning in lab makes it very difficult to learn. the TAs know exactly what the aim of the lab is, but are unable to tell us so we sit and fumble trying to figure out what it is that they intend for us to compete in a lab. it makes it difficult for me to learn this way, although maybe it works for others. it is hard to be successful when you dont know what the point of what youre doing. ",2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1661,8014377166180349366,phys251-fa18,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,3.0,13.0,,3.0,2.0,Nothing changed after I finished this class. ,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,1.0,,,,,,,251
1662,8078624403217551433,phys251-fa18,1.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,12.0,,2.0,2.0,"Nothing was added to my knowledge of physics, most of it was just conserved from what was previously learned in my previous college level physics classes.",2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1663,-1714999291174694987,phys251-fa18,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,13.0,,2.0,3.0,The lab bored me out of my mind and felt like a waste of time that won't effect my professional career. I already have lots of real research experience and going to this lab just meant less time I could spend doing real research. ,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1664,-4869302298323582536,phys251-fa18,1.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1665,-7164526198861182876,phys251-fa18,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1666,8137480052098920130,phys251-fa18,1.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1667,3942974289490274399,phys251-fa18,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,13.0,,2.0,3.0,Because these labs are the biggest waste of money and time. It is simply busy work and a way for universities to make more money off of the students. ,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,M,1.0,,,,,,,1.0,,,251
1668,3333119365010998030,phys251-fa18,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1669,3333119365010998030,phys251-fa18,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1670,6519878062939423926,phys251-fa18,1.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1671,1197018408618900482,phys251-fa18,1.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,2.0,2.0,I found some of the material hard and I did not have much interest when learning it.,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1672,-985046181200331173,phys251-fa18,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,0.0,3.0,1.0,The content of the class,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,F,1.0,,,,,,,1.0,,,251
1673,6461500559769087298,phys251-fa18,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,13.0,,2.0,3.0,My teacher is an awful teacher,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,M,1.0,,,,,,,1.0,,,251
1674,9156958175141973783,phys251-fa18,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1675,9156958175141973783,phys251-fa18,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1676,-2188767529157988392,phys251-fa18,1.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
1677,5927488432058803825,phys251-fa18,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
