,hashed-id,CourseID,Finished.x,Q1a.x,Q1b.x,Q2a.x,Q2b.x,Q3a.x,Q3b.x,Q4a.x,Q4b.x,Q5a.x,Q5b.x,Q6a.x,Q6b.x,Q7a.x,Q7b.x,Q8a.x,Q8b.x,Q9a.x,Q9b.x,Q10a.x,Q10b.x,Q11a.x,Q11b.x,Q12a.x,Q12b.x,Q13a.x,Q13b.x,Q14a.x,Q14b.x,Q15a.x,Q15b.x,Q16a.x,Q16b.x,Q17a.x,Q17b.x,Q18a.x,Q18b.x,Q19a.x,Q19b.x,Q20a.x,Q20b.x,Q21a.x,Q21b.x,Q22a.x,Q22b.x,Q24a.x,Q24b.x,Q25a.x,Q25b.x,Q26a.x,Q26b.x,Q27a.x,Q27b.x,Q28a.x,Q28b.x,Q29a.x,Q29b.x,Q30a.x,Q30b.x,Q31a.x,Q31b.x,IsTransformed.x,ExpertlikePre,PRO_ExpertlikePre,Finished.y,Q1a.y,Q1b.y,Q2a.y,Q2b.y,Q3a.y,Q3b.y,Q4a.y,Q4b.y,Q5a.y,Q5b.y,Q6a.y,Q6b.y,Q7a.y,Q7b.y,Q8a.y,Q8b.y,Q9a.y,Q9b.y,Q10a.y,Q10b.y,Q11a.y,Q11b.y,Q12a.y,Q12b.y,Q13a.y,Q13b.y,Q14a.y,Q14b.y,Q15a.y,Q15b.y,Q16a.y,Q16b.y,Q17a.y,Q17b.y,Q18a.y,Q18b.y,Q19a.y,Q19b.y,Q20a.y,Q20b.y,Q21a.y,Q21b.y,Q22a.y,Q22b.y,Q24a.y,Q24b.y,Q25a.y,Q25b.y,Q26a.y,Q26b.y,Q27a.y,Q27b.y,Q28a.y,Q28b.y,Q29a.y,Q29b.y,Q30a.y,Q30b.y,Q31a.y,Q31b.y,Q12c,Q6c,Q27c,Q19c,Q26c,Q5c,Q30c,Q1c,Q8c,Q11c,Q14c,Q15c,Q21c,Q17c,Q18c,Q3c,Q28c,Q22c,Q10c,Q4c,Q9c,Q24c,Q16c,CurrentMajor,ChangeMajor,CurrentInterest,SemesterInterest,SI_why,PhysGradSchool,SciMathGradSchool,NonAcadJob,MedSchool,ProfSchool,K12Teacher,CollegeTeacher,NonSciJob,GenderCode,Consent,Gender,IsTransformed.y,Gender_Text,AmerInd.AlaskaNat,Asian,Black,Hispanic,NatHaw.PacIsl,White,Other,Other_Text,Expertlikepost,PRO_Expertlikepost,Course
10,6.81E+18,phys251-fa15,1,1,1,1,1,1,1,0,-1,0,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,-1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0.7,0.866666667,1,1,1,1,1,0,-1,-1,0,0,1,0,0,0,-1,1,1,0,1,0,1,1,1,0,-1,0,1,0,1,0,1,0,-1,-1,0,0,1,0,1,1,0,0,-1,1,1,0,1,-1,1,0,-1,1,1,0,-1,0,-1,0,-1,0,1,4,2,3,3,4,3,4,5,4,3,4,4,5,4,3,4,3,4,4,5,5,5,3,13,14,3,1,I realized that physics can be used in many fields of study ,2,1,2,2,2,2,2,2,1,1,F,0,,,,,,,,,,0.233333333,0.566666667,251
11,-7.35E+18,phys251-fa15,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0.866666667,0.866666667,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,2,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,14,14,3,1,My interest in physics has increased slightly due to the experiments. ,2,2,1,2,1,2,2,1,2,1,M,0,,,,,,,,,,0.766666667,0.866666667,251
12,8.03E+18,phys251-fa15,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,0.766666667,0.866666667,1,0,1,1,1,-1,1,0,0,1,1,1,1,-1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,-1,1,-1,0,1,1,1,1,1,1,-1,1,,,-1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,0,1,3,2,3,4,2,2,3,3,4,4,3,2,3,3,4,4,3,2,3,3,4,2,3,13,13,2,2,Same as before,2,1,2,1,1,2,2,2,1,1,F,0,,,,,,,,,,0.366666667,0.766666667,251
13,8.21E+18,phys251-fa15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,2,4,3,5,5,5,2,3,4,4,3,4,3,5,3,4,4,4,4,4,,3,2,"I have taken physics classes before and performed physics lab experiments in high school, so my interest level did not really change.",2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.733333333,0.933333333,251
14,-5.52E+18,phys251-fa15,1,1,1,0,1,-1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,1,1,1,0,1,-1,-1,1,1,0,0,-1,1,1,0,1,0,1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,0.533333333,0.8,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,3,3,4,2,4,5,4,5,5,3,3,4,4,3,4,4,4,4,3,4,4,4,13,,2,2,Nothing about this course showed my anything revelatory that could alter my previous perception of physics as a field.,2,1,1,2,1,2,2,2,2,1,M,0,,,,,,,,,,0.666666667,0.966666667,251
15,7.66E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.866666667,0.966666667,1,1,1,1,1,1,1,-1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,4,5,5,5,5,3,3,4,4,4,5,4,5,5,3,5,4,4,4,,3,2,,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.8,0.966666667,251
16,-4.85E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,0,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,0,0.533333333,0.866666667,1,1,1,1,1,1,1,0,1,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,0,-1,1,-1,1,1,0,0,1,-1,-1,1,0,-1,1,1,1,0,0,1,1,1,1,-1,1,0,0,1,1,2,1,2,5,3,5,2,1,1,5,1,1,1,4,1,1,1,4,3,4,4,1,3,13,,1,3,It was the sam thing over and over.Different equations to plug number in to and solve for the unknown. ,2,1,1,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.466666667,0.8,251
17,-6.22E+18,phys251-fa15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.7,0.866666667,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,4,5,5,2,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,13,,3,1,I enjoyed physics lab.,2,1,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.766666667,0.9,251
18,5.12E+18,phys251-fa15,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,0,0,1,1,-1,0,0,1,-1,1,0,0,1,1,0,1,-1,1,0,1,-1,1,1,1,0,0.433333333,0.8,1,1,1,-1,1,-1,1,-1,-1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,1,1,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,0,1,1,5,1,4,5,4,5,5,5,5,5,2,2,3,4,3,4,2,5,5,5,5,4,5,13,,3,2,I just had a hard time understanding it.,2,2,2,2,2,2,2,2,1,1,F,0,,,,,,,,,,0.533333333,0.8,251
19,2.72E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,0,1,1,0,0.733333333,0.833333333,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,3,5,5,5,5,5,2,4,5,5,3,5,5,4,2,2,4,2,4,10,,3,2,Again this is because I enjoy the math involved in physics. ,2,1,2,2,2,1,1,2,1,1,F,0,,,,,,,,,,0.766666667,0.9,251
20,-6.61E+17,phys251-fa15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.866666667,0.866666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,2,5,5,5,4,5,3,3,5,5,3,4,4,4,4,5,4,4,5,13,,3,2,,2,1,2,2,2,2,1,2,2,1,M,0,,,,,,,,,,0.966666667,1,251
21,-8.90E+18,phys251-fa15,1,0,1,-1,0,0,1,-1,-1,0,1,-1,1,1,1,1,1,0,-1,1,1,-1,0,0,0,0,0,-1,1,-1,0,-1,-1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0.333333333,0.533333333,1,1,1,0,0,1,1,-1,-1,0,0,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,5,2,4,5,2,5,4,4,4,4,5,5,5,4,4,5,4,5,4,3,5,5,5,4,3,3,2,just not super passionate bout physics ,2,1,2,1,2,2,2,2,2,1,M,0,,,,,,,,,,0.566666667,0.733333333,251
22,-1.37E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.833333333,0.966666667,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,1,5,4,5,5,5,3,1,5,4,2,4,5,5,4,3,4,4,3,12,14,3,1,"As the semester went on, my knowledge expanded, and I felt more confident in myself to understand what each experiment will be covering and why we were doing it.  ",2,2,2,1,2,1,2,2,2,1,M,0,,,,,,,,,,0.833333333,0.933333333,251
23,3.18E+18,phys251-fa15,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333,0.933333333,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,13,13,4,2,The way the lab was set up was pretty poor in my opinion,2,2,2,2,2,2,2,1,2,1,M,0,,,,,,,,,,0.833333333,0.9,251
24,6.09E+18,phys251-fa15,1,1,1,0,1,-1,-1,-1,-1,0,1,0,1,-1,1,1,1,-1,1,0,1,1,1,0,-1,1,1,0,1,0,1,0,0,0,-1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,1,0,0.4,0.833333333,1,1,1,0,1,0,-1,-1,-1,1,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,0,1,1,1,5,1,5,5,4,4,4,5,5,5,3,3,5,4,5,4,5,5,4,5,5,5,4,13,0,2,1,The lab helped me understand the lecture material better and allowed me to become less frustrated. ,2,2,2,1,2,2,2,2,1,1,F,0,,,,,,,,,,0.6,0.9,251
25,5.65E+18,phys251-fa15,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,1,0,0.666666667,0.866666667,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,1,0,1,4,1,1,4,2,3,5,4,5,5,1,1,4,3,2,4,4,4,4,4,4,3,4,4,,2,2,"I have gained some knowledge of physics, which has lead me to like some areas better and be super frustrated with others. Overall, I think it balances out. ",2,2,2,2,1,2,2,2,1,1,F,0,,,,,,,,,,0.566666667,1,251
26,-1.37E+18,phys251-fa15,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.7,0.866666667,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,3,3,4,2,4,4,4,5,5,3,3,4,5,4,3,4,4,3,3,4,4,3,4,,2,2,Haven't found the class enjoyable,2,1,2,2,1,2,2,2,2,1,M,0,,,,,,,,,,0.733333333,0.833333333,251
